 0.824264 0.939894 4.34539 0.282618 -0.67418 1.99897
 1.39119 0.178474 2.02374 0.739953 0.0800873 0.977221
 -1.3883 -1.12134 -2.33001 0.47553 -0.662855 0.0786885
 -1.23482 5.1218 0.853597 0.898305 0.159863 1.77487
 1.84431 0.635128 0.501082 0.725419 0.296251 -1.74833
 0.0947428 4.08106 8.78134 0.129243 -0.784375 0.797069
 -0.293764 0.601569 1.59107 0.891624 -0.415717 -1.67072
 -0.0712527 1.04413 2.03709 0.0453366 -0.118358 -1.31732
 -0.247273 0.335245 0.385844 0.460107 -0.678382 -0.536045
 1.33837 -3.01952 7.29054 0.338729 -0.819785 -0.0858525
 -0.599093 -1.18468 2.73174 0.82974 0.488171 -1.43677
 -0.237882 -1.48656 -0.746181 0.723802 -0.00221195 0.269496
 1.781 0.402799 -4.70973 0.644575 0.199592 -0.239486
 -0.386822 -0.431091 0.89447 0.820072 -0.886005 -1.50827
 -0.0311154 1.91031 4.55936 0.436343 -0.617996 0.740757
 0.932454 -0.117118 1.02805 0.178657 0.80095 -0.501382
 -0.752649 1.55578 -0.68394 0.994845 0.609475 -0.237141
 -1.48519 1.60616 5.01966 0.445663 -0.616814 -0.965114
 -0.331919 0.643284 0.167229 0.283814 0.655826 -0.44009
 1.11332 1.16406 1.8752 0.0813827 0.298512 1.38851
 -0.612029 0.377855 2.92127 0.202668 -0.330891 1.9232
 -1.67212 2.67657 0.579072 0.735582 0.53251 -1.60029
 -0.115953 -0.252831 -1.07093 0.00375315 0.737682 -1.999
 -0.735913 4.14787 -0.828572 0.497098 0.931536 0.455298
 1.11778 0.278214 5.78284 0.0236552 0.907843 0.73121
 -1.03956 3.82049 -2.27423 0.538244 0.506692 1.39251
 -0.43494 2.22172 1.64113 0.454907 -0.230762 -1.03501
 -0.266397 -3.98866 0.528567 0.680953 0.871685 -1.30926
 0.915886 0.691175 1.05052 0.151303 -0.763189 0.00141876
 0.0513476 -0.320989 4.44645 0.680821 0.11442 0.787116
 -0.329886 2.61185 -0.229742 0.670975 0.317917 1.65439
 1.31018 2.87803 4.46461 0.619302 -0.780677 1.8073
 1.85149 0.451101 -0.120385 0.55332 0.361442 0.00932156
 0.601559 5.0436 -1.01339 0.387757 0.276533 -1.70844
 -0.747679 -1.76393 2.03511 0.417702 -0.110938 0.954513
 1.3643 2.45404 4.24484 0.486916 -0.364351 -1.46925
 -0.236389 1.6117 2.87126 0.624664 0.0294974 0.449745
 -0.761875 3.03528 -2.91622 0.554332 0.339408 0.36086
 0.05561 2.04092 1.38045 0.515245 0.189715 0.551048
 0.999887 1.9468 1.26135 0.0122588 -0.950547 0.396302
 1.04657 2.19422 0.323117 0.823701 -0.0300888 0.999169
 -1.16369 1.65566 2.22526 0.0368008 -0.247648 0.95631
 -1.24473 1.44367 -0.807158 0.401177 -0.695047 -1.10951
 1.21589 2.97461 0.432331 0.832362 0.15038 -1.52844
 -1.60095 1.03591 1.36014 0.0333625 -0.386833 1.38744
 0.398519 1.18861 7.77489 0.807284 0.627125 0.690931
 0.296677 0.607109 -0.519165 0.945614 0.650481 -0.296579
 -1.26406 2.68316 1.54792 0.885354 -0.689045 -1.81731
 0.191462 2.62492 0.671057 0.410083 -0.0656245 -0.242675
 2.16074 4.3038 -1.04023 0.94716 0.999446 1.87404
 0.237723 1.01161 -0.529101 0.906907 -0.10811 1.56082
 1.24656 0.930589 3.75012 0.0539857 -0.88973 0.131874
 -0.463452 1.3528 -0.399376 0.507318 0.865698 -0.875353
